dataset	wav_filename	start_time_s	duration_s	location	date	pst_or_master_tape_identifier
podcast_round1	9750401U.wav	0.0	1.716	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750401V.wav	0.0	2.403	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750401W.wav	0.0	3.633	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750401X.wav	0.0	3.633	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750401Y.wav	0.0	0.631	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504020.wav	0.0	3.7310000000000003	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504021.wav	0.0	2.3680000000000003	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504022.wav	0.0	2.875	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504023.wav	0.0	1.473	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504024.wav	0.0	4.42	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504025.wav	0.0	1.473	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504026.wav	0.0	4.052	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504027.wav	0.0	4.052	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504028.wav	0.0	1.185	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504029.wav	0.0	3.537	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402A.wav	0.0	5.584	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402B.wav	0.0	0.986	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402C.wav	0.0	2.13	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402D.wav	0.0	4.462	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402E.wav	0.0	0.7170000000000001	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402F.wav	0.0	1.8	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402G.wav	0.0	4.8389999999999995	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402H.wav	0.0	0.655	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402I.wav	0.0	1.94	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402J.wav	0.0	3.4	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402K.wav	0.0	3.4	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402L.wav	0.0	0.447	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402M.wav	0.0	1.15	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402N.wav	0.0	2.94	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402O.wav	0.0	1.123	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402P.wav	0.0	1.2	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402Q.wav	0.0	4.021	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402R.wav	0.0	0.0	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402S.wav	0.0	2.066	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402T.wav	0.0	7.47	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402U.wav	0.0	0.6779999999999999	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402V.wav	0.0	1.683	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402W.wav	0.0	4.1960000000000015	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402X.wav	0.0	0.8925	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402Y.wav	0.0	4.2589999999999995	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750402Z.wav	0.0	0.966	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504030.wav	0.0	2.161	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504031.wav	0.0	4.272	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504032.wav	0.0	0.8759999999999999	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504033.wav	0.0	2.147	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504034.wav	0.0	0.609	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504035.wav	0.0	3.708	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504036.wav	0.0	0.611	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504037.wav	0.0	2.226	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504038.wav	0.0	7.55	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504039.wav	0.0	1.01	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403A.wav	0.0	2.128	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403B.wav	0.0	4.834	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403C.wav	0.0	1.935	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403D.wav	0.0	2.6	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403E.wav	0.0	2.439	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403F.wav	0.0	2.568	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403G.wav	0.0	2.233	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403H.wav	0.0	0.584	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403I.wav	0.0	3.0180000000000002	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403J.wav	0.0	1.148	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403K.wav	0.0	1.242	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403L.wav	0.0	2.234	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403M.wav	0.0	2.312	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403N.wav	0.0	1.922	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403O.wav	0.0	4.569	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403P.wav	0.0	0.8270000000000001	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403Q.wav	0.0	1.777	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403R.wav	0.0	1.78	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403S.wav	0.0	2.418	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403T.wav	0.0	3.298	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403U.wav	0.0	1.452	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403V.wav	0.0	2.783	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403W.wav	0.0	1.983	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403X.wav	0.0	1.21	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403Y.wav	0.0	2.115	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	9750403Z.wav	0.0	2.115	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504040.wav	0.0	2.0709999999999997	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504041.wav	0.0	2.962	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504042.wav	0.0	1.068	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504043.wav	0.0	1.636	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504044.wav	0.0	0.763	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504045.wav	0.0	1.196	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504046.wav	0.0	0.828	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504047.wav	0.0	2.481	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97504048.wav	0.0	0.753	Oregon Coastal Aquarium, Newport, OR	1997-02-18	97504
podcast_round1	97619001.wav	0.0	1.724	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619002.wav	0.0	2.26	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619003.wav	0.0	2.468	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619004.wav	0.0	3.185	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619005.wav	0.0	4.471	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619006.wav	0.0	2.369	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619008.wav	0.0	2.835	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619009.wav	0.0	2.502	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900A.wav	0.0	3.3819999999999997	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900B.wav	0.0	2.978	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900C.wav	0.0	2.638	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900D.wav	0.0	1.744	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900E.wav	0.0	0.0	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900F.wav	0.0	2.037	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900G.wav	0.0	2.43	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900H.wav	0.0	1.465	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900I.wav	0.0	0.847	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900J.wav	0.0	2.968	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900K.wav	0.0	4.98	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900L.wav	0.0	0.958	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900M.wav	0.0	2.5780000000000003	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900N.wav	0.0	3.26	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900O.wav	0.0	0.0	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900P.wav	0.0	0.434	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900Q.wav	0.0	2.426	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900R.wav	0.0	3.234	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900S.wav	0.0	1.23	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900T.wav	0.0	3.0589999999999997	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900U.wav	0.0	0.0	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900V.wav	0.0	0.306	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900W.wav	0.0	1.527	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900X.wav	0.0	1.791	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900Y.wav	0.0	1.7970000000000002	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	9761900Z.wav	0.0	1.193	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619011.wav	0.0	1.864	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619012.wav	0.0	2.823	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619014.wav	0.0	16.558	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619015.wav	0.0	4.29	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619016.wav	0.0	2.5639999999999996	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97619017.wav	0.0	1.714	Oregon Coastal Aquarium, Newport, OR	1997-02-21	97619
podcast_round1	97677001.wav	0.0	2.281	Oregon Coastal Aquarium, Newport, OR	1997-05-22	97677
podcast_round1	97692001.wav	0.0	2.068	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692002.wav	0.0	2.069	Oregon Coastal Aquarium, Newport, OR	1997-04-28	97692
podcast_round1	97692003.wav	0.0	3.21	Oregon Coastal Aquarium, Newport, OR	1997-04-28	97692
podcast_round1	97692004.wav	0.0	1.857	Oregon Coastal Aquarium, Newport, OR	1997-04-28	97692
podcast_round1	97692005.wav	0.0	1.212	Oregon Coastal Aquarium, Newport, OR	1997-04-28	97692
podcast_round1	97692008.wav	0.0	3.009	Oregon Coastal Aquarium, Newport, OR	1997-04-28	97692
podcast_round1	97692009.wav	0.0	4.417	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200A.wav	0.0	1.788	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200B.wav	0.0	2.441	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200C.wav	0.0	4.21	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200D.wav	0.0	1.011	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200E.wav	0.0	2.906	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200F.wav	0.0	0.741	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200G.wav	0.0	2.73	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200H.wav	0.0	0.847	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200I.wav	0.0	2.079	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200J.wav	0.0	1.761	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200K.wav	0.0	2.485	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200L.wav	0.0	2.73	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200M.wav	0.0	1.686	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200N.wav	0.0	2.48	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200O.wav	0.0	2.427	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200P.wav	0.0	1.788	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200Q.wav	0.0	1.218	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200R.wav	0.0	2.344	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200S.wav	0.0	0.953	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200T.wav	0.0	2.72	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200U.wav	0.0	2.6660000000000004	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200V.wav	0.0	4.602	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200W.wav	0.0	3.595	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200X.wav	0.0	3.094	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200Y.wav	0.0	3.094	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769200Z.wav	0.0	2.5069999999999997	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692011.wav	0.0	3.531	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692012.wav	0.0	5.341	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692013.wav	0.0	1.3969999999999998	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692014.wav	0.0	2.127	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692015.wav	0.0	6.345	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692016.wav	0.0	1.208	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692017.wav	0.0	2.784	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692018.wav	0.0	3.345	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692019.wav	0.0	4.9910000000000005	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201A.wav	0.0	3.389	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201B.wav	0.0	5.572	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201C.wav	0.0	2.412	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201D.wav	0.0	3.497	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201E.wav	0.0	1.421	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201F.wav	0.0	2.021	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201G.wav	0.0	3.588	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201I.wav	0.0	5.002	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201J.wav	0.0	1.122	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201K.wav	0.0	3.2239999999999998	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201L.wav	0.0	4.177	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201M.wav	0.0	2.987	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201N.wav	0.0	1.2	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201O.wav	0.0	0.0	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201P.wav	0.0	3.807	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201Q.wav	0.0	2.03	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201R.wav	0.0	3.807	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201S.wav	0.0	2.5380000000000003	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201T.wav	0.0	5.5520000000000005	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201U.wav	0.0	4.354	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201V.wav	0.0	3.048	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201W.wav	0.0	2.883	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201X.wav	0.0	3.9739999999999998	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201Y.wav	0.0	2.7110000000000003	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769201Z.wav	0.0	1.22	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692020.wav	0.0	5.6370000000000005	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692021.wav	0.0	4.449	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692023.wav	0.0	2.411	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692024.wav	0.0	0.857	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692025.wav	0.0	0.77	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692026.wav	0.0	0.619	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692027.wav	0.0	1.75	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692028.wav	0.0	3.178	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97692029.wav	0.0	0.813	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202B.wav	0.0	1.392	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202C.wav	0.0	0.0	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202D.wav	0.0	4.0	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202E.wav	0.0	4.199	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202F.wav	0.0	2.926	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202G.wav	0.0	3.005	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202H.wav	0.0	2.4	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202I.wav	0.0	2.6830000000000003	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202J.wav	0.0	1.3530000000000002	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202K.wav	0.0	1.702	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	9769202L.wav	0.0	1.0090000000000001	Oregon Coastal Aquarium, Newport, OR	1997-06-10	97692
podcast_round1	97741001.wav	0.0	1.4140000000000001	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	97741002.wav	0.0	2.13	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	97741003.wav	0.0	1.3259999999999998	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	97741004.wav	0.0	1.057	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	97741005.wav	0.0	1.204	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	97741006.wav	0.0	1.598	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	97741007.wav	0.0	0.835	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	97741008.wav	0.0	1.133	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	97741009.wav	0.0	0.993	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100A.wav	0.0	0.996	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100B.wav	0.0	1.6269999999999998	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100C.wav	0.0	1.297	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100D.wav	0.0	1.443	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100E.wav	0.0	1.192	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100F.wav	0.0	0.938	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100G.wav	0.0	1.534	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100H.wav	0.0	1.953	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100I.wav	0.0	1.586	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100J.wav	0.0	1.607	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100K.wav	0.0	1.9869999999999999	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100L.wav	0.0	2.209	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100M.wav	0.0	1.724	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100N.wav	0.0	1.466	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100O.wav	0.0	1.733	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100P.wav	0.0	2.659	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100Q.wav	0.0	2.149	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100R.wav	0.0	1.7280000000000002	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100S.wav	0.0	0.711	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100T.wav	0.0	1.791	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100U.wav	0.0	2.174	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100V.wav	0.0	1.402	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100W.wav	0.0	1.6720000000000002	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100X.wav	0.0	1.729	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	9774100Y.wav	0.0	1.632	Oregon Coastal Aquarium, Newport, OR	1997-09-09	97741
podcast_round1	97742001.wav	0.0	1.3536	Oregon Coast Aquarium	1997-01-01	97742
podcast_round1	97742002.wav	0.0	1.0016	Oregon Coast Aquarium	1997-01-01	97742
podcast_round1	97742003.wav	0.0	0.8608	Oregon Coast Aquarium	1997-01-01	97742
podcast_round1	97742004.wav	0.0	2.3680000000000003	Oregon Coast Aquarium	1997-01-01	97742
podcast_round1	97742005.wav	0.0	2.1312	Oregon Coast Aquarium	1997-01-01	97742
podcast_round1	97742006.wav	0.0	1.7728000000000002	Oregon Coast Aquarium	1997-01-01	97742
podcast_round1	97742007.wav	0.0	1.4240000000000002	Oregon Coast Aquarium	1997-01-01	97742
podcast_round1	97742008.wav	0.0	1.525	Oregon Coast Aquarium	1997-01-01	97742
podcast_round1	97742009.wav	0.0	0.603	Oregon Coast Aquarium	1997-01-01	97742
